TransactionNo,Items,Hour,Weekday,Date/Time,Day Part,Day Type
3189,Hot chocolate,12,Thursday,12/15/2016 12:32,Afternoon,Weekday
3190,Bread,12,Thursday,12/15/2016 12:33,Afternoon,Weekday
3190,Sandwich,12,Thursday,12/15/2016 12:33,Afternoon,Weekday
3190,Coffee,12,Thursday,12/15/2016 12:33,Afternoon,Weekday
3191,Bread,12,Thursday,12/15/2016 12:54,Afternoon,Weekday
3192,Coffee,12,Thursday,12/15/2016 12:58,Afternoon,Weekday
3192,Coffee,12,Thursday,12/15/2016 12:58,Afternoon,Weekday
3192,Hot chocolate,12,Thursday,12/15/2016 12:58,Afternoon,Weekday
3193,Coffee,13,Thursday,12/15/2016 13:00,Afternoon,Weekday
3194,Coffee,13,Thursday,12/15/2016 13:00,Afternoon,Weekday
3195,Sandwich,13,Thursday,12/15/2016 13:04,Afternoon,Weekday
3195,Coke,13,Thursday,12/15/2016 13:04,Afternoon,Weekday
3196,Coffee,13,Thursday,12/15/2016 13:13,Afternoon,Weekday
3197,Coffee,13,Thursday,12/15/2016 13:23,Afternoon,Weekday
3197,Bread,13,Thursday,12/15/2016 13:23,Afternoon,Weekday
3198,Bread,13,Thursday,12/15/2016 13:25,Afternoon,Weekday
3199,Coffee,13,Thursday,12/15/2016 13:54,Afternoon,Weekday
3200,Coffee,13,Thursday,12/15/2016 13:55,Afternoon,Weekday
3200,Coffee,13,Thursday,12/15/2016 13:55,Afternoon,Weekday
3201,Coffee,13,Thursday,12/15/2016 13:58,Afternoon,Weekday
3201,Fudge,13,Thursday,12/15/2016 13:58,Afternoon,Weekday
3202,Coffee,14,Thursday,12/15/2016 14:02,Afternoon,Weekday
3202,Sandwich,14,Thursday,12/15/2016 14:02,Afternoon,Weekday
3202,Tea,14,Thursday,12/15/2016 14:02,Afternoon,Weekday
3202,Bread,14,Thursday,12/15/2016 14:02,Afternoon,Weekday
3203,Coffee,14,Thursday,12/15/2016 14:20,Afternoon,Weekday
3203,Coffee,14,Thursday,12/15/2016 14:20,Afternoon,Weekday
3203,Sandwich,14,Thursday,12/15/2016 14:20,Afternoon,Weekday
3204,Bread,14,Thursday,12/15/2016 14:31,Afternoon,Weekday
3205,Bread,14,Thursday,12/15/2016 14:32,Afternoon,Weekday
3205,Coffee,14,Thursday,12/15/2016 14:32,Afternoon,Weekday
3206,Coffee,14,Thursday,12/15/2016 14:47,Afternoon,Weekday
3206,Coffee,14,Thursday,12/15/2016 14:47,Afternoon,Weekday
3206,Hot chocolate,14,Thursday,12/15/2016 14:47,Afternoon,Weekday
3207,Fudge,14,Thursday,12/15/2016 14:58,Afternoon,Weekday
3208,Coffee,15,Thursday,12/15/2016 15:25,Afternoon,Weekday
3209,Coffee,15,Thursday,12/15/2016 15:36,Afternoon,Weekday
3209,Bread,15,Thursday,12/15/2016 15:36,Afternoon,Weekday
3210,Bread,15,Thursday,12/15/2016 15:50,Afternoon,Weekday
3210,Bread,15,Thursday,12/15/2016 15:50,Afternoon,Weekday
3211,Cookies,16,Thursday,12/15/2016 16:15,Afternoon,Weekday
3212,Bread,16,Thursday,12/15/2016 16:21,Afternoon,Weekday
3213,Coffee,16,Thursday,12/15/2016 16:44,Afternoon,Weekday
3213,Bread,16,Thursday,12/15/2016 16:44,Afternoon,Weekday
3213,Bread,16,Thursday,12/15/2016 16:44,Afternoon,Weekday
3213,Alfajores,16,Thursday,12/15/2016 16:44,Afternoon,Weekday
3214,Tea,16,Thursday,12/15/2016 16:49,Afternoon,Weekday
3215,Bare Popcorn,17,Thursday,12/15/2016 17:28,Evening,Weekday
3215,Ella's Kitchen Pouches,17,Thursday,12/15/2016 17:28,Evening,Weekday
3216,Farm House,18,Thursday,12/15/2016 18:41,Evening,Weekday
3217,Bread,18,Thursday,12/15/2016 18:43,Evening,Weekday
3217,Fudge,18,Thursday,12/15/2016 18:43,Evening,Weekday
3217,Pastry,18,Thursday,12/15/2016 18:43,Evening,Weekday
3218,Hot chocolate,19,Thursday,12/15/2016 19:03,Evening,Weekday
3219,Tea,19,Thursday,12/15/2016 19:04,Evening,Weekday
3219,Vegan mincepie,19,Thursday,12/15/2016 19:04,Evening,Weekday
3219,Jammie Dodgers,19,Thursday,12/15/2016 19:04,Evening,Weekday
3219,Coffee,19,Thursday,12/15/2016 19:04,Evening,Weekday
3219,Medialuna,19,Thursday,12/15/2016 19:04,Evening,Weekday
3220,Coffee,19,Thursday,12/15/2016 19:05,Evening,Weekday
3221,Hot chocolate,19,Thursday,12/15/2016 19:17,Evening,Weekday
3221,Coffee,19,Thursday,12/15/2016 19:17,Evening,Weekday
3222,Bread,19,Thursday,12/15/2016 19:25,Evening,Weekday
3223,Vegan mincepie,20,Thursday,12/15/2016 20:11,Evening,Weekday
3224,Medialuna,8,Friday,12/16/2016 8:16,Morning,Weekday
3224,Dulce de Leche,8,Friday,12/16/2016 8:16,Morning,Weekday
3225,Muesli,8,Friday,12/16/2016 8:55,Morning,Weekday
3226,Muesli,8,Friday,12/16/2016 8:56,Morning,Weekday
3227,Coffee,9,Friday,12/16/2016 9:01,Morning,Weekday
3227,Jam,9,Friday,12/16/2016 9:01,Morning,Weekday
3227,Jam,9,Friday,12/16/2016 9:01,Morning,Weekday
3228,Bread,9,Friday,12/16/2016 9:12,Morning,Weekday
3228,Toast,9,Friday,12/16/2016 9:12,Morning,Weekday
3229,Bread,9,Friday,12/16/2016 9:13,Morning,Weekday
3229,Toast,9,Friday,12/16/2016 9:13,Morning,Weekday
3230,Coffee,9,Friday,12/16/2016 9:16,Morning,Weekday
3231,Jammie Dodgers,9,Friday,12/16/2016 9:19,Morning,Weekday
3231,Vegan mincepie,9,Friday,12/16/2016 9:19,Morning,Weekday
3232,Coffee,9,Friday,12/16/2016 9:37,Morning,Weekday
3233,Bread,9,Friday,12/16/2016 9:38,Morning,Weekday
3234,Coffee,9,Friday,12/16/2016 9:39,Morning,Weekday
3234,Coffee,9,Friday,12/16/2016 9:39,Morning,Weekday
3234,Bread,9,Friday,12/16/2016 9:39,Morning,Weekday
3235,Tea,9,Friday,12/16/2016 9:41,Morning,Weekday
3236,Coffee,9,Friday,12/16/2016 9:43,Morning,Weekday
3237,Coffee,9,Friday,12/16/2016 9:47,Morning,Weekday
3237,Coffee,9,Friday,12/16/2016 9:47,Morning,Weekday
3237,Juice,9,Friday,12/16/2016 9:47,Morning,Weekday
3237,Farm House,9,Friday,12/16/2016 9:47,Morning,Weekday
3238,Coffee,9,Friday,12/16/2016 9:53,Morning,Weekday
3238,Pastry,9,Friday,12/16/2016 9:53,Morning,Weekday
3239,Bread,9,Friday,12/16/2016 9:55,Morning,Weekday
3240,Coffee,10,Friday,12/16/2016 10:07,Morning,Weekday
3241,Coffee,10,Friday,12/16/2016 10:07,Morning,Weekday
3242,Coffee,10,Friday,12/16/2016 10:08,Morning,Weekday
3243,Tea,10,Friday,12/16/2016 10:09,Morning,Weekday
3243,Pastry,10,Friday,12/16/2016 10:09,Morning,Weekday
3244,Cookies,10,Friday,12/16/2016 10:23,Morning,Weekday
3244,Coffee,10,Friday,12/16/2016 10:23,Morning,Weekday
3244,Coffee,10,Friday,12/16/2016 10:23,Morning,Weekday
3244,Toast,10,Friday,12/16/2016 10:23,Morning,Weekday
3245,Pastry,10,Friday,12/16/2016 10:24,Morning,Weekday
3245,Tea,10,Friday,12/16/2016 10:24,Morning,Weekday
3246,Tea,10,Friday,12/16/2016 10:27,Morning,Weekday
3246,Coffee,10,Friday,12/16/2016 10:27,Morning,Weekday
3246,Coffee,10,Friday,12/16/2016 10:27,Morning,Weekday
3246,Toast,10,Friday,12/16/2016 10:27,Morning,Weekday
3247,Bread,10,Friday,12/16/2016 10:28,Morning,Weekday
3248,Bread,10,Friday,12/16/2016 10:48,Morning,Weekday
3249,Coffee,10,Friday,12/16/2016 10:55,Morning,Weekday
3250,Coffee,10,Friday,12/16/2016 10:58,Morning,Weekday
3250,Coffee,10,Friday,12/16/2016 10:58,Morning,Weekday
3251,Pastry,11,Friday,12/16/2016 11:07,Morning,Weekday
3252,Bread,11,Friday,12/16/2016 11:08,Morning,Weekday
3253,Scandinavian,11,Friday,12/16/2016 11:16,Morning,Weekday
3253,Coffee,11,Friday,12/16/2016 11:16,Morning,Weekday
3253,Alfajores,11,Friday,12/16/2016 11:16,Morning,Weekday
3255,Truffles,11,Friday,12/16/2016 11:38,Morning,Weekday
3255,Ella's Kitchen Pouches,11,Friday,12/16/2016 11:38,Morning,Weekday
3255,Bread,11,Friday,12/16/2016 11:38,Morning,Weekday
3256,Tea,11,Friday,12/16/2016 11:40,Morning,Weekday
3256,Fudge,11,Friday,12/16/2016 11:40,Morning,Weekday
3256,Fudge,11,Friday,12/16/2016 11:40,Morning,Weekday
3256,Jam,11,Friday,12/16/2016 11:40,Morning,Weekday
3256,Juice,11,Friday,12/16/2016 11:40,Morning,Weekday
3256,Ella's Kitchen Pouches,11,Friday,12/16/2016 11:40,Morning,Weekday
3257,Cake,11,Friday,12/16/2016 11:41,Morning,Weekday
3258,Bread,11,Friday,12/16/2016 11:43,Morning,Weekday
3258,Cookies,11,Friday,12/16/2016 11:43,Morning,Weekday
3259,Coffee,11,Friday,12/16/2016 11:57,Morning,Weekday
3259,Cake,11,Friday,12/16/2016 11:57,Morning,Weekday
3260,Coffee,12,Friday,12/16/2016 12:02,Afternoon,Weekday
3260,Tea,12,Friday,12/16/2016 12:02,Afternoon,Weekday
3260,Toast,12,Friday,12/16/2016 12:02,Afternoon,Weekday
3261,Truffles,12,Friday,12/16/2016 12:24,Afternoon,Weekday
3262,Bread,12,Friday,12/16/2016 12:38,Afternoon,Weekday
3263,Coffee,12,Friday,12/16/2016 12:40,Afternoon,Weekday
3264,Bread,12,Friday,12/16/2016 12:41,Afternoon,Weekday
3265,Bread,12,Friday,12/16/2016 12:42,Afternoon,Weekday
3266,Truffles,12,Friday,12/16/2016 12:44,Afternoon,Weekday
3267,Toast,12,Friday,12/16/2016 12:51,Afternoon,Weekday
3267,Bread,12,Friday,12/16/2016 12:51,Afternoon,Weekday
3267,Tea,12,Friday,12/16/2016 12:51,Afternoon,Weekday
3267,Cookies,12,Friday,12/16/2016 12:51,Afternoon,Weekday
3268,Sandwich,12,Friday,12/16/2016 12:57,Afternoon,Weekday
3268,Coffee,12,Friday,12/16/2016 12:57,Afternoon,Weekday
3268,Coffee,12,Friday,12/16/2016 12:57,Afternoon,Weekday
3270,Bread,13,Friday,12/16/2016 13:01,Afternoon,Weekday
3270,Sandwich,13,Friday,12/16/2016 13:01,Afternoon,Weekday
3271,Alfajores,13,Friday,12/16/2016 13:03,Afternoon,Weekday
3272,Scone,13,Friday,12/16/2016 13:05,Afternoon,Weekday
3274,Bread,13,Friday,12/16/2016 13:11,Afternoon,Weekday
3274,Coffee,13,Friday,12/16/2016 13:11,Afternoon,Weekday
3274,Alfajores,13,Friday,12/16/2016 13:11,Afternoon,Weekday
3274,Vegan mincepie,13,Friday,12/16/2016 13:11,Afternoon,Weekday
3275,Fudge,13,Friday,12/16/2016 13:15,Afternoon,Weekday
3276,Jam,13,Friday,12/16/2016 13:17,Afternoon,Weekday
3277,Coffee,13,Friday,12/16/2016 13:18,Afternoon,Weekday
3277,Pastry,13,Friday,12/16/2016 13:18,Afternoon,Weekday
3277,Jam,13,Friday,12/16/2016 13:18,Afternoon,Weekday
3278,Coffee,13,Friday,12/16/2016 13:19,Afternoon,Weekday
3279,Tea,13,Friday,12/16/2016 13:25,Afternoon,Weekday
3279,Bread,13,Friday,12/16/2016 13:25,Afternoon,Weekday
3279,Bread,13,Friday,12/16/2016 13:25,Afternoon,Weekday
3279,Fudge,13,Friday,12/16/2016 13:25,Afternoon,Weekday
3280,Bread,13,Friday,12/16/2016 13:26,Afternoon,Weekday
3280,Sandwich,13,Friday,12/16/2016 13:26,Afternoon,Weekday
3281,Farm House,13,Friday,12/16/2016 13:41,Afternoon,Weekday
3282,Coffee,13,Friday,12/16/2016 13:42,Afternoon,Weekday
3283,Jam,13,Friday,12/16/2016 13:44,Afternoon,Weekday
3283,Jam,13,Friday,12/16/2016 13:44,Afternoon,Weekday
3284,Brownie,13,Friday,12/16/2016 13:57,Afternoon,Weekday
3284,Coffee,13,Friday,12/16/2016 13:57,Afternoon,Weekday
3285,Tea,14,Friday,12/16/2016 14:00,Afternoon,Weekday
3285,Sandwich,14,Friday,12/16/2016 14:00,Afternoon,Weekday
3285,Bread,14,Friday,12/16/2016 14:00,Afternoon,Weekday
3286,Tea,14,Friday,12/16/2016 14:02,Afternoon,Weekday
3287,Sandwich,14,Friday,12/16/2016 14:04,Afternoon,Weekday
3287,Tea,14,Friday,12/16/2016 14:04,Afternoon,Weekday
3288,Coffee,14,Friday,12/16/2016 14:06,Afternoon,Weekday
3289,Coffee,14,Friday,12/16/2016 14:26,Afternoon,Weekday
3290,Bread,14,Friday,12/16/2016 14:41,Afternoon,Weekday
3291,Tea,14,Friday,12/16/2016 14:46,Afternoon,Weekday
3291,Brownie,14,Friday,12/16/2016 14:46,Afternoon,Weekday
3292,Jam,14,Friday,12/16/2016 14:47,Afternoon,Weekday
3293,Jam,14,Friday,12/16/2016 14:57,Afternoon,Weekday
3294,Cookies,15,Friday,12/16/2016 15:05,Afternoon,Weekday
3294,Sandwich,15,Friday,12/16/2016 15:05,Afternoon,Weekday
3294,Juice,15,Friday,12/16/2016 15:05,Afternoon,Weekday
3295,Tea,15,Friday,12/16/2016 15:22,Afternoon,Weekday
3295,Pastry,15,Friday,12/16/2016 15:22,Afternoon,Weekday
3296,Farm House,15,Friday,12/16/2016 15:31,Afternoon,Weekday
3297,Scone,15,Friday,12/16/2016 15:32,Afternoon,Weekday
3297,Coffee,15,Friday,12/16/2016 15:32,Afternoon,Weekday
3298,Coffee,15,Friday,12/16/2016 15:34,Afternoon,Weekday
3298,Coffee,15,Friday,12/16/2016 15:34,Afternoon,Weekday
3299,Coffee,15,Friday,12/16/2016 15:38,Afternoon,Weekday
3299,Coffee,15,Friday,12/16/2016 15:38,Afternoon,Weekday
3299,Vegan mincepie,15,Friday,12/16/2016 15:38,Afternoon,Weekday
3300,Bread,15,Friday,12/16/2016 15:41,Afternoon,Weekday
3300,Scone,15,Friday,12/16/2016 15:41,Afternoon,Weekday
3301,Farm House,16,Friday,12/16/2016 16:05,Afternoon,Weekday
3301,Scone,16,Friday,12/16/2016 16:05,Afternoon,Weekday
3303,Coffee,16,Friday,12/16/2016 16:09,Afternoon,Weekday
3303,Brownie,16,Friday,12/16/2016 16:09,Afternoon,Weekday
3304,Coffee,16,Friday,12/16/2016 16:26,Afternoon,Weekday
3304,Tea,16,Friday,12/16/2016 16:26,Afternoon,Weekday
3305,Coffee,16,Friday,12/16/2016 16:31,Afternoon,Weekday
3306,Tea,16,Friday,12/16/2016 16:51,Afternoon,Weekday
3306,Coffee,16,Friday,12/16/2016 16:51,Afternoon,Weekday
3307,Bread,16,Friday,12/16/2016 16:52,Afternoon,Weekday
3309,Coffee,17,Friday,12/16/2016 17:06,Evening,Weekday
3309,Coffee,17,Friday,12/16/2016 17:06,Evening,Weekday
3309,Coffee,17,Friday,12/16/2016 17:06,Evening,Weekday
3309,Alfajores,17,Friday,12/16/2016 17:06,Evening,Weekday
3310,Farm House,8,Saturday,12/17/2016 8:43,Morning,Weekend
3310,Medialuna,8,Saturday,12/17/2016 8:43,Morning,Weekend
3310,Pastry,8,Saturday,12/17/2016 8:43,Morning,Weekend
3311,Bread,8,Saturday,12/17/2016 8:52,Morning,Weekend
3312,Bread,8,Saturday,12/17/2016 8:55,Morning,Weekend
3313,Coffee,8,Saturday,12/17/2016 8:57,Morning,Weekend
3313,Pastry,8,Saturday,12/17/2016 8:57,Morning,Weekend
3314,Bread,9,Saturday,12/17/2016 9:11,Morning,Weekend
3315,Bread,9,Saturday,12/17/2016 9:13,Morning,Weekend
3315,Bread,9,Saturday,12/17/2016 9:13,Morning,Weekend
3315,Pastry,9,Saturday,12/17/2016 9:13,Morning,Weekend
3316,Medialuna,9,Saturday,12/17/2016 9:15,Morning,Weekend
3316,Fudge,9,Saturday,12/17/2016 9:15,Morning,Weekend
3317,Bread,9,Saturday,12/17/2016 9:25,Morning,Weekend
3318,Coffee,9,Saturday,12/17/2016 9:32,Morning,Weekend
3318,Scone,9,Saturday,12/17/2016 9:32,Morning,Weekend
3318,Juice,9,Saturday,12/17/2016 9:32,Morning,Weekend
3319,Coffee,9,Saturday,12/17/2016 9:39,Morning,Weekend
3320,Tea,10,Saturday,12/17/2016 10:02,Morning,Weekend
3320,Scone,10,Saturday,12/17/2016 10:02,Morning,Weekend
3320,Lemon and coconut,10,Saturday,12/17/2016 10:02,Morning,Weekend
3321,Jam,10,Saturday,12/17/2016 10:16,Morning,Weekend
3321,Cookies,10,Saturday,12/17/2016 10:16,Morning,Weekend
3321,Fudge,10,Saturday,12/17/2016 10:16,Morning,Weekend
3322,Bread,10,Saturday,12/17/2016 10:21,Morning,Weekend
3323,Scandinavian,10,Saturday,12/17/2016 10:22,Morning,Weekend
3324,Coffee,10,Saturday,12/17/2016 10:26,Morning,Weekend
3324,Cookies,10,Saturday,12/17/2016 10:26,Morning,Weekend
3324,Juice,10,Saturday,12/17/2016 10:26,Morning,Weekend
3325,Hot chocolate,10,Saturday,12/17/2016 10:30,Morning,Weekend
3325,Coffee,10,Saturday,12/17/2016 10:30,Morning,Weekend
3325,Bread,10,Saturday,12/17/2016 10:30,Morning,Weekend
3325,Bread,10,Saturday,12/17/2016 10:30,Morning,Weekend
3325,Vegan mincepie,10,Saturday,12/17/2016 10:30,Morning,Weekend
3326,Jam,10,Saturday,12/17/2016 10:30,Morning,Weekend
3327,Bread,10,Saturday,12/17/2016 10:38,Morning,Weekend
3328,Coffee,10,Saturday,12/17/2016 10:46,Morning,Weekend
3328,Coffee,10,Saturday,12/17/2016 10:46,Morning,Weekend
3329,Dulce de Leche,11,Saturday,12/17/2016 11:04,Morning,Weekend
3329,Scandinavian,11,Saturday,12/17/2016 11:04,Morning,Weekend
3329,Alfajores,11,Saturday,12/17/2016 11:04,Morning,Weekend
3330,Coffee,11,Saturday,12/17/2016 11:09,Morning,Weekend
3330,Bread,11,Saturday,12/17/2016 11:09,Morning,Weekend
3330,Pastry,11,Saturday,12/17/2016 11:09,Morning,Weekend
3330,Medialuna,11,Saturday,12/17/2016 11:09,Morning,Weekend
3330,Farm House,11,Saturday,12/17/2016 11:09,Morning,Weekend
3331,Hot chocolate,11,Saturday,12/17/2016 11:15,Morning,Weekend
3331,Scone,11,Saturday,12/17/2016 11:15,Morning,Weekend
3332,Fudge,11,Saturday,12/17/2016 11:18,Morning,Weekend
3332,Jam,11,Saturday,12/17/2016 11:18,Morning,Weekend
3332,Bread,11,Saturday,12/17/2016 11:18,Morning,Weekend
3332,Farm House,11,Saturday,12/17/2016 11:18,Morning,Weekend
3333,Coffee,11,Saturday,12/17/2016 11:22,Morning,Weekend
3333,The Nomad,11,Saturday,12/17/2016 11:22,Morning,Weekend
3334,Vegan mincepie,11,Saturday,12/17/2016 11:27,Morning,Weekend
3335,Bread,11,Saturday,12/17/2016 11:30,Morning,Weekend
3336,Bread,11,Saturday,12/17/2016 11:31,Morning,Weekend
3337,Bread,11,Saturday,12/17/2016 11:32,Morning,Weekend
3337,Scone,11,Saturday,12/17/2016 11:32,Morning,Weekend
3338,Cake,11,Saturday,12/17/2016 11:39,Morning,Weekend
3339,Bread,11,Saturday,12/17/2016 11:45,Morning,Weekend
3340,Vegan mincepie,11,Saturday,12/17/2016 11:48,Morning,Weekend
3340,Cake,11,Saturday,12/17/2016 11:48,Morning,Weekend
3340,Coffee,11,Saturday,12/17/2016 11:48,Morning,Weekend
3340,Coffee,11,Saturday,12/17/2016 11:48,Morning,Weekend
3340,Coffee,11,Saturday,12/17/2016 11:48,Morning,Weekend
3341,Coffee,11,Saturday,12/17/2016 11:58,Morning,Weekend
3341,Coffee,11,Saturday,12/17/2016 11:58,Morning,Weekend
3341,Medialuna,11,Saturday,12/17/2016 11:58,Morning,Weekend
3342,Bread,11,Saturday,12/17/2016 11:59,Morning,Weekend
3343,Jam,12,Saturday,12/17/2016 12:05,Afternoon,Weekend
3344,Medialuna,12,Saturday,12/17/2016 12:07,Afternoon,Weekend
3344,Pastry,12,Saturday,12/17/2016 12:07,Afternoon,Weekend
3344,Coffee,12,Saturday,12/17/2016 12:07,Afternoon,Weekend
3344,Coffee,12,Saturday,12/17/2016 12:07,Afternoon,Weekend
3344,Coffee,12,Saturday,12/17/2016 12:07,Afternoon,Weekend
3346,Bread,12,Saturday,12/17/2016 12:09,Afternoon,Weekend
3347,Bread,12,Saturday,12/17/2016 12:13,Afternoon,Weekend
3348,Bread,12,Saturday,12/17/2016 12:24,Afternoon,Weekend
3348,Scone,12,Saturday,12/17/2016 12:24,Afternoon,Weekend
3348,Bread,12,Saturday,12/17/2016 12:24,Afternoon,Weekend
3348,The Nomad,12,Saturday,12/17/2016 12:24,Afternoon,Weekend
3349,Coffee,12,Saturday,12/17/2016 12:27,Afternoon,Weekend
3349,Tea,12,Saturday,12/17/2016 12:27,Afternoon,Weekend
3350,Bread,12,Saturday,12/17/2016 12:56,Afternoon,Weekend
3351,Frittata,13,Saturday,12/17/2016 13:00,Afternoon,Weekend
3351,Tea,13,Saturday,12/17/2016 13:00,Afternoon,Weekend
3351,Tea,13,Saturday,12/17/2016 13:00,Afternoon,Weekend
3352,Coffee,13,Saturday,12/17/2016 13:07,Afternoon,Weekend
3352,Vegan mincepie,13,Saturday,12/17/2016 13:07,Afternoon,Weekend
3353,Bread,13,Saturday,12/17/2016 13:16,Afternoon,Weekend
3354,Coffee,13,Saturday,12/17/2016 13:28,Afternoon,Weekend
3354,Bread,13,Saturday,12/17/2016 13:28,Afternoon,Weekend
3355,Scone,13,Saturday,12/17/2016 13:36,Afternoon,Weekend
3355,Coffee,13,Saturday,12/17/2016 13:36,Afternoon,Weekend
3356,Farm House,13,Saturday,12/17/2016 13:42,Afternoon,Weekend
3356,Frittata,13,Saturday,12/17/2016 13:42,Afternoon,Weekend
3356,Cookies,13,Saturday,12/17/2016 13:42,Afternoon,Weekend
3357,Farm House,13,Saturday,12/17/2016 13:50,Afternoon,Weekend
3358,Farm House,14,Saturday,12/17/2016 14:01,Afternoon,Weekend
3359,Jam,14,Saturday,12/17/2016 14:09,Afternoon,Weekend
3359,Fudge,14,Saturday,12/17/2016 14:09,Afternoon,Weekend
3360,Coffee,14,Saturday,12/17/2016 14:37,Afternoon,Weekend
3361,Frittata,14,Saturday,12/17/2016 14:42,Afternoon,Weekend
3361,Sandwich,14,Saturday,12/17/2016 14:42,Afternoon,Weekend
3361,Bread,14,Saturday,12/17/2016 14:42,Afternoon,Weekend
3361,Alfajores,14,Saturday,12/17/2016 14:42,Afternoon,Weekend
3361,Medialuna,14,Saturday,12/17/2016 14:42,Afternoon,Weekend
3361,Fudge,14,Saturday,12/17/2016 14:42,Afternoon,Weekend
3362,Cake,14,Saturday,12/17/2016 14:50,Afternoon,Weekend
3363,Juice,14,Saturday,12/17/2016 14:52,Afternoon,Weekend
3363,Cookies,14,Saturday,12/17/2016 14:52,Afternoon,Weekend
3363,Coffee,14,Saturday,12/17/2016 14:52,Afternoon,Weekend
3364,Coffee,14,Saturday,12/17/2016 14:53,Afternoon,Weekend
3364,Coffee,14,Saturday,12/17/2016 14:53,Afternoon,Weekend
3366,Bread,15,Saturday,12/17/2016 15:06,Afternoon,Weekend
3366,Pastry,15,Saturday,12/17/2016 15:06,Afternoon,Weekend
3367,Hot chocolate,15,Saturday,12/17/2016 15:16,Afternoon,Weekend
3367,Tea,15,Saturday,12/17/2016 15:16,Afternoon,Weekend
3368,Crisps,15,Saturday,12/17/2016 15:27,Afternoon,Weekend
3369,Bread,15,Saturday,12/17/2016 15:28,Afternoon,Weekend
3370,Cake,16,Saturday,12/17/2016 16:07,Afternoon,Weekend
3371,Focaccia,16,Saturday,12/17/2016 16:13,Afternoon,Weekend
3371,Tea,16,Saturday,12/17/2016 16:13,Afternoon,Weekend
3371,Tea,16,Saturday,12/17/2016 16:13,Afternoon,Weekend
3371,Scone,16,Saturday,12/17/2016 16:13,Afternoon,Weekend
3372,Coffee,16,Saturday,12/17/2016 16:14,Afternoon,Weekend
3372,Scone,16,Saturday,12/17/2016 16:14,Afternoon,Weekend
3373,Cake,16,Saturday,12/17/2016 16:30,Afternoon,Weekend
3374,Vegan mincepie,16,Saturday,12/17/2016 16:39,Afternoon,Weekend
3375,Coffee,16,Saturday,12/17/2016 16:40,Afternoon,Weekend
3375,Coffee,16,Saturday,12/17/2016 16:40,Afternoon,Weekend
3376,Tea,16,Saturday,12/17/2016 16:48,Afternoon,Weekend
3376,Vegan mincepie,16,Saturday,12/17/2016 16:48,Afternoon,Weekend
3377,Focaccia,17,Saturday,12/17/2016 17:15,Evening,Weekend
3378,Coke,19,Saturday,12/17/2016 19:32,Evening,Weekend
3379,Pintxos,19,Saturday,12/17/2016 19:35,Evening,Weekend
3380,Pintxos,19,Saturday,12/17/2016 19:42,Evening,Weekend
3381,Juice,19,Saturday,12/17/2016 19:42,Evening,Weekend
3382,Coke,19,Saturday,12/17/2016 19:42,Evening,Weekend
3383,Pintxos,20,Saturday,12/17/2016 20:20,Evening,Weekend
3384,Pintxos,20,Saturday,12/17/2016 20:25,Evening,Weekend
3385,Pintxos,20,Saturday,12/17/2016 20:31,Evening,Weekend
3386,Coke,20,Saturday,12/17/2016 20:40,Evening,Weekend
3386,Pintxos,20,Saturday,12/17/2016 20:40,Evening,Weekend
3387,Hot chocolate,21,Saturday,12/17/2016 21:42,Night,Weekend
3387,Hot chocolate,21,Saturday,12/17/2016 21:42,Night,Weekend
3388,Medialuna,9,Sunday,12/18/2016 9:05,Morning,Weekend
3389,Coffee,9,Sunday,12/18/2016 9:58,Morning,Weekend
3390,Coffee,10,Sunday,12/18/2016 10:03,Morning,Weekend
3390,Bread,10,Sunday,12/18/2016 10:03,Morning,Weekend
3391,Coffee,10,Sunday,12/18/2016 10:17,Morning,Weekend
3392,Bread,10,Sunday,12/18/2016 10:26,Morning,Weekend
3393,Coffee,10,Sunday,12/18/2016 10:42,Morning,Weekend
3393,Cookies,10,Sunday,12/18/2016 10:42,Morning,Weekend
3393,Bread,10,Sunday,12/18/2016 10:42,Morning,Weekend
3393,Toast,10,Sunday,12/18/2016 10:42,Morning,Weekend
3394,Coffee,11,Sunday,12/18/2016 11:04,Morning,Weekend
3394,Brownie,11,Sunday,12/18/2016 11:04,Morning,Weekend
3394,Medialuna,11,Sunday,12/18/2016 11:04,Morning,Weekend
3395,Hot chocolate,11,Sunday,12/18/2016 11:06,Morning,Weekend
3395,Coffee,11,Sunday,12/18/2016 11:06,Morning,Weekend
3395,Brownie,11,Sunday,12/18/2016 11:06,Morning,Weekend
3396,Tea,11,Sunday,12/18/2016 11:07,Morning,Weekend
3396,Hot chocolate,11,Sunday,12/18/2016 11:07,Morning,Weekend
3397,Tea,11,Sunday,12/18/2016 11:10,Morning,Weekend
3397,Scone,11,Sunday,12/18/2016 11:10,Morning,Weekend
3397,Bread,11,Sunday,12/18/2016 11:10,Morning,Weekend
3398,Medialuna,11,Sunday,12/18/2016 11:11,Morning,Weekend
3398,Coffee,11,Sunday,12/18/2016 11:11,Morning,Weekend
3398,Coffee,11,Sunday,12/18/2016 11:11,Morning,Weekend
3399,Bread,11,Sunday,12/18/2016 11:20,Morning,Weekend
3399,Coffee,11,Sunday,12/18/2016 11:20,Morning,Weekend
3399,Hot chocolate,11,Sunday,12/18/2016 11:20,Morning,Weekend
3399,Coffee,11,Sunday,12/18/2016 11:20,Morning,Weekend
3399,Pastry,11,Sunday,12/18/2016 11:20,Morning,Weekend
